Symbol,Trade,Date,Price,Ex. date,Ex. Price,% chg,Profit,% Profit,Shares,Position value,Cum. Profit,# bars,Profit/bar,MAE,MFE,Scale In/Out
CMI,Long (trail),9/5/2012,106.74,10/7/2012,87.36,-18.16%,-42921.79,-18.16%,2213.71,236291.92,3813927.97,43,-998.18,-18.16%,2.30%,0/0
ISRG,Long (trail),1/2/2012,462.94,23/7/2012,475.912,2.80%,6072.01,2.79%,469.628,217409.58,3819999.98,120,50.6,-0.87%,28.50%,0/0
HCA,Long (trail),1/2/2012,20.0117,6/8/2012,21.7158,8.52%,18493.8,8.51%,10864.1,217409.58,3838493.79,130,142.26,-2.28%,35.64%,0/0
PCLN,Long (trail),1/6/2012,610.5,9/8/2012,556.12,-8.91%,-20209.35,-8.92%,371.265,226657.23,3818284.44,49,-412.44,-8.91%,13.87%,0/0
VRTX,Long (trail),29/6/2012,55.92,23/10/2012,48,-14.16%,-31871.6,-14.17%,4021.67,224891.58,3786412.84,81,-393.48,-17.69%,7.30%,0/0
RHT,Long (trail),11/6/2012,53.77,12/11/2012,48,-10.73%,-7750.35,-10.76%,1339.75,72038.25,3778662.49,107,-72.43,-10.73%,11.59%,0/0
FE,Long (trail),18/5/2011,44.87,15/11/2012,40.912,-8.82%,-21595.04,-8.83%,5451,244586.19,3757067.45,378,-57.13,-13.59%,13.97%,0/0
PHM,Long (trail),11/6/2012,8.41,15/11/2012,14.64,74.08%,163669.73,74.07%,26274.4,220968,3920737.18,110,1487.91,-0.83%,117.60%,0/0
TXT,Long (trail),17/5/2012,22.22,16/11/2012,23.04,3.69%,8513.15,3.68%,10406.3,231227.52,3929250.33,127,67.03,-1.13%,29.61%,0/0
AN,Long (trail),19/7/2012,40.78,29/11/2012,38.848,-4.74%,-9181.14,-4.75%,4741.79,193370.13,3920069.2,92,-99.79,-8.83%,19.08%,0/0
DG,Long (trail),15/6/2011,33.36,11/12/2012,44.832,34.39%,78638.23,34.38%,6856.54,228734.2,3998707.43,376,209.14,-10.55%,67.99%,0/0
DRI,Long (trail),17/5/2012,46.3176,11/12/2012,41.4951,-10.41%,-24094.83,-10.42%,4992.22,231227.53,3974612.6,143,-168.5,-10.41%,11.99%,0/0
STZ,Long (trail),2/7/2012,28.81,31/1/2013,31.72,10.10%,19090.9,10.09%,6567.32,189204.48,3993703.5,146,130.76,-7.84%,37.63%,0/0
CF,Long (trail),17/8/2012,43.326,2/4/2013,37.3488,-13.80%,-28501.29,-13.81%,4764.99,206447.89,3965202.21,154,-185.07,-13.80%,7.76%,0/0
KORS,Long (trail),20/11/2012,51.39,17/4/2013,52.08,1.34%,3086.76,1.33%,4502.55,231386.06,3968288.97,101,30.56,-8.04%,26.68%,0/0
PHM,Long (trail),16/11/2012,15.68,18/4/2013,17.576,12.09%,27248.35,12.08%,14382,225510.38,3995537.32,104,262,-3.44%,40.11%,0/0
LEN,Long (trail),11/6/2012,25.34,20/6/2013,35.52,40.17%,88750.88,40.16%,8720.13,220968,4084288.2,258,344,-3.79%,75.22%,0/0
REGN,Long (trail),8/8/2012,139.63,20/6/2013,227.192,62.71%,6658.57,62.52%,76.2725,10649.93,4090946.77,217,30.68,-5.26%,103.39%,0/0
TSO,Long (trail),24/10/2012,37.21,24/6/2013,52.6,41.36%,79812.77,41.35%,5187.31,193019.97,4170759.54,165,483.71,-5.19%,76.70%,0/0
MJN,Long (trail),19/4/2013,81.13,3/7/2013,69.496,-14.34%,-36265.47,-14.35%,3115.48,252758.7,4134494.07,53,-684.25,-14.34%,7.08%,0/0
COG,Long (trail),27/7/2012,21.015,7/11/2013,32.272,53.57%,119691.27,53.56%,10634.4,223481.59,4254185.34,323,370.56,-5.88%,91.96%,0/0
CAG,Long (trail),29/11/2012,23.0339,11/2/2014,22.5825,-1.96%,-4647.13,-1.97%,10252,236142.61,4249538.21,302,-15.39,-2.77%,25.95%,0/0
ILMN,Long (trail),18/4/2012,44.51,24/3/2014,146.64,229.45%,420750.11,229.44%,4119.95,183378.8,4670288.33,485,867.53,-15.14%,311.82%,0/0
ALXN,Long (trail),15/7/2013,107.93,24/3/2014,148.344,37.44%,90456.99,37.44%,2238.75,241628.69,4760745.32,175,516.9,-6.52%,71.81%,0/0
BIIB,Long (trail),9/8/2011,89.43,4/4/2014,287.112,221.05%,462557.52,221.04%,2340.01,209266.94,5223302.84,668,692.45,-6.26%,301.31%,0/0
REGN,Long (trail),21/6/2013,215.47,7/4/2014,280.32,30.10%,85198.85,30.09%,1314.09,283147.38,5308501.69,200,425.99,-4.26%,63.59%,0/0
ILMN,Long (trail),25/3/2014,147.89,11/4/2014,129.768,-12.25%,-43694.61,-12.26%,2410.03,356419.75,5264807.08,14,-3121.04,-12.25%,9.68%,0/0
PXD,Long (trail),13/11/2013,195.44,2/10/2014,187.68,-3.97%,-12762.75,-3.98%,1642.11,320933.31,5252044.33,223,-57.23,-16.14%,20.04%,0/0
DOV,Long (trail),20/11/2012,52.3568,13/10/2014,73.472,40.33%,93296.69,40.32%,4419.41,231386.08,5345341.02,477,195.59,-1.28%,75.41%,0/0
FTR,Long (trail),18/11/2013,4.9,13/10/2014,5.792,18.20%,4026.68,18.11%,4536.64,22229.54,5349367.7,227,17.74,-10.41%,47.76%,0/0
SCHW,Long (trail),1/2/2013,16.75,14/10/2014,24.76,47.82%,120700.81,47.81%,15071.3,252443.66,5470068.52,429,281.35,-4.72%,85.07%,0/0
RF,Long (trail),19/6/2012,6.73,15/10/2014,9.232,37.18%,83995.67,37.17%,33579.4,225989.41,5554064.19,585,143.58,-8.02%,71.47%,0/0
SEE,Long (trail),13/12/2012,16.43,15/10/2014,30.1276,83.37%,194583.8,83.36%,14207.1,233423.41,5748647.99,463,420.27,-1.89%,129.21%,0/0
ILMN,Long (trail),14/4/2014,131.94,15/10/2014,146.5,11.04%,37156.43,11.03%,2553.33,336885.84,5785804.41,129,288.03,-3.22%,40.22%,0/0
UAL,Long (trail),30/10/2014,51.74,6/4/2015,59.616,15.22%,57244.06,15.22%,7270.7,376186.22,5843048.47,107,534.99,-0.72%,44.03%,0/0
RCL,Long (trail),31/10/2014,67.97,29/4/2015,68.448,0.70%,2645.28,0.70%,5575.89,378993.56,5845693.75,123,21.51,-2.78%,25.88%,0/0
ALXN,Long (trail),25/3/2014,153.08,6/5/2015,159.73,4.34%,15463.35,4.34%,2328.32,356419.72,5861157.1,282,54.83,-10.92%,32.81%,0/0
WHR,Long (trail),29/10/2014,168.23,29/6/2015,173.688,3.24%,12221.19,3.24%,2242.8,377305.97,5873378.29,167,73.18,-1.53%,29.06%,0/0
EQT,Long (trail),13/5/2015,89.95,20/7/2015,73.544,-18.24%,-67847.84,-18.24%,4134.33,371883.06,5805530.46,47,-1443.57,-18.24%,2.20%,0/0
SWKS,Long (trail),3/11/2014,60.23,4/8/2015,90.304,49.93%,191079.49,49.93%,6354.31,382720.03,5996609.95,189,1011,-5.89%,87.41%,0/0
GWW,Long (trail),17/4/2013,238.16,21/8/2015,221.104,-7.16%,-18219.06,-7.17%,1067.02,254121.03,5978390.89,593,-30.72,-7.16%,16.05%,0/0
KMX,Long (trail),28/10/2014,55.74,21/8/2015,60.32,8.22%,30759.78,8.21%,6720.48,374599.34,6009150.67,206,149.32,-3.05%,35.27%,0/0
DOW,Long (trail),29/4/2015,51.61,21/8/2015,43.016,-16.65%,-71037.43,-16.66%,8263.61,426484.69,5938113.25,81,-877.01,-16.65%,4.19%,0/0
CI,Long (trail),12/11/2012,51.08,24/8/2015,127.3,149.22%,95908.43,149.19%,1258.57,64287.91,6034021.68,700,137.01,-3.41%,234.14%,0/0
SBUX,Long (trail),12/12/2012,26.7992,24/8/2015,47.4558,77.08%,179738.75,77.07%,8702.21,233211.7,6213760.43,679,264.71,-2.25%,121.35%,0/0
COF,Long (trail),1/7/2013,63.59,24/8/2015,71.79,12.90%,37580.5,12.89%,4585.43,291587.31,6251340.94,542,69.34,-0.79%,44.83%,0/0
TSO,Long (trail),19/2/2014,50.3,24/8/2015,86.99,72.94%,168838.24,72.93%,4602.3,231495.48,6420179.17,382,441.98,-6.51%,120.16%,0/0
EW,Long (trail),15/4/2014,40.36,24/8/2015,63.6,57.58%,195534.09,57.58%,8414.55,339611.16,6615713.26,343,570.07,-4.41%,96.98%,0/0
CERN,Long (trail),28/10/2014,63.31,24/8/2015,58.75,-7.20%,-27001.09,-7.21%,5916.91,374599.34,6588712.17,207,-130.44,-7.20%,19.60%,0/0
NFLX,Long (trail),24/8/2015,96.88,8/9/2015,95.48,-1.45%,-6068.54,-1.45%,4320.39,418559.06,6582643.63,11,-551.69,-11.75%,23.19%,0/0
ABT,Long (trail),4/4/2013,36.65,25/9/2015,41.392,12.94%,34804.72,12.93%,7343.89,269153.56,6617448.35,626,55.6,-10.78%,41.17%,0/0
PRGO,Long (trail),9/4/2015,198.7,25/9/2015,164.576,-17.17%,-76181.33,-17.18%,2231.9,443478.34,6541267.02,119,-640.18,-17.17%,3.53%,0/0
ROST,Long (trail),31/10/2014,40.36,13/11/2015,44.67,10.68%,40452.31,10.67%,9390.33,378993.56,6581719.33,262,154.4,-1.55%,40.44%,0/0
AAP,Long (trail),2/11/2015,200.38,16/11/2015,160.992,-19.66%,-82835.23,-19.66%,2102.55,421308.94,6498884.1,11,-7530.48,-19.66%,0.43%,0/0
NFLX,Long (trail),5/11/2015,113.5,4/1/2016,106.616,-6.07%,-25699.8,-6.07%,3730.36,423395.97,6473184.29,40,-642.5,-10.26%,17.42%,0/0
PCLN,Long (trail),2/11/2015,1467.19,7/1/2016,1171.97,-20.12%,-84793.49,-20.13%,287.154,421308.91,6388390.8,46,-1843.34,-20.12%,0.64%,0/0
ALK,Long (trail),27/8/2015,76.24,11/1/2016,69.7368,-8.53%,-35035.23,-8.53%,5384.31,410499.56,6353355.58,94,-372.72,-8.53%,14.34%,0/0
LKQ,Long (trail),8/7/2015,30.355,13/1/2016,25.8,-15.01%,-58471.53,-15.01%,12832.4,389527.16,6294884.05,132,-442.97,-15.01%,6.24%,0/0
TSO,Long (trail),2/11/2015,111.35,13/1/2016,95.736,-14.02%,-59097.84,-14.03%,3783.65,421308.91,6235786.2,50,-1181.96,-14.02%,7.47%,0/0
LUV,Long (trail),2/11/2015,46.74,13/1/2016,41.072,-12.13%,-51110.69,-12.13%,9013.88,421308.94,6184675.51,50,-1022.21,-12.13%,9.84%,0/0
RCL,Long (trail),4/8/2015,89.15,15/1/2016,82.72,-7.21%,-31792.24,-7.22%,4941.25,440512.44,6152883.27,115,-276.45,-10.57%,15.98%,0/0
AMZN,Long (trail),25/8/2015,466.37,20/1/2016,557.152,19.47%,77798.71,19.46%,857.204,399774.31,6230681.98,102,762.73,-0.03%,49.33%,0/0
FBHS,Long (trail),20/11/2015,54.61,20/1/2016,45.592,-16.51%,-56964.98,-16.52%,6314.59,344839.78,6173717.01,40,-1424.12,-16.51%,4.36%,0/0
DAL,Long (trail),4/11/2015,50.66,3/2/2016,42.216,-16.67%,-70435.59,-16.67%,8339.13,422460.16,6103281.42,62,-1136.06,-16.67%,4.17%,0/0
AIG,Long (trail),11/6/2012,29.54,8/2/2016,51.944,75.84%,167568.58,75.83%,7480.3,220967.98,6270850,921,181.94,-0.30%,119.80%,0/0
CHTR,Long (trail),7/8/2012,84.8042,8/2/2016,176.067,107.62%,242378.16,107.61%,2656.04,225243.45,6513228.16,881,275.12,-12.55%,159.52%,0/0
TDG,Long (trail),1/2/2012,67.1421,9/2/2016,179.226,166.94%,362912.99,166.93%,3238.05,217409.59,6876141.15,1012,358.61,-1.48%,233.67%,0/0
FSLR,Long (trail),1/4/2016,67.48,29/4/2016,55.208,-18.19%,-70267.22,-18.19%,5724.19,386268.16,6805873.92,21,-3346.06,-18.19%,2.27%,0/0
KORS,Long (trail),1/4/2016,56.97,11/5/2016,46.23,-18.85%,-72839.38,-18.86%,6780.2,386268.19,6733034.54,29,-2511.7,-18.85%,2.91%,0/0
HRL,Long (trail),2/9/2009,9.165,18/5/2016,36.576,299.08%,412813.86,299.07%,15060.9,138032.98,7145848.4,1689,244.41,-5.51%,398.85%,0/0
CPB,Long (trail),1/4/2016,65.16,9/9/2016,54.312,-16.65%,-64326.89,-16.65%,5928,386268.19,7081521.51,113,-569.26,-16.65%,4.19%,0/0
COH,Long (trail),1/4/2016,40.52,14/9/2016,34.968,-13.70%,-52945.99,-13.71%,9532.78,386268.19,7028575.52,116,-456.43,-13.70%,7.87%,0/0
NEM,Long (trail),1/4/2016,26.62,4/10/2016,36.68,37.79%,145955.12,37.79%,14510.4,386268.16,7174530.64,130,1122.73,-3.72%,73.07%,0/0
FAST,Long (trail),1/4/2016,48.93,12/10/2016,39.168,-19.95%,-77084.17,-19.96%,7894.3,386268.16,7097446.47,136,-566.8,-19.95%,0.06%,0/0
ENDP,Long (trail),15/9/2016,20.69,13/10/2016,19.184,-7.28%,-27786.48,-7.28%,18437.2,381466.44,7069660,21,-1323.17,-7.28%,15.90%,0/0
O,Long (trail),1/4/2016,62.25,31/10/2016,57.836,-7.09%,-27409.36,-7.10%,6205.11,386268.19,7042250.63,149,-183.96,-7.09%,16.14%,0/0
NWS,Long (trail),4/10/2016,14.69,2/11/2016,12.176,-17.11%,-66565.14,-17.12%,26469.8,388841.72,6975685.5,22,-3025.69,-17.11%,3.61%,0/0
ENDP,Long (trail),19/10/2016,19.89,3/11/2016,17.496,-12.04%,-45982.93,-12.04%,19199.2,381872.41,6929702.57,12,-3831.91,-12.04%,9.95%,0/0
EXC,Long (trail),1/4/2016,35.66,10/11/2016,30.16,-15.42%,-17651.76,-15.44%,3205.77,114317.92,6912050.81,157,-112.43,-15.42%,5.72%,0/0
FCX,Long (trail),10/11/2016,13.8,30/12/2016,13.136,-4.81%,-4671.18,-4.83%,7004.79,96666.17,6907379.63,35,-133.46,-5.07%,18.99%,0/0
AIV,Open Long,9/4/2014,29.99,30/12/2016,45.45,51.55%,178226.52,51.54%,11529.5,345770.59,7085606.15,690,258.3,-3.47%,59.75%,0/0
GOOGL,Open Long,20/7/2015,692.84,30/12/2016,792.45,14.38%,43691.31,14.37%,438.825,304035.22,7129297.46,369,118.4,-14.40%,21.10%,0/0
FB,Open Long,5/11/2015,108.76,30/12/2016,115.05,5.78%,24466.58,5.78%,3892.94,423395.94,7153764.04,292,83.79,-17.83%,22.75%,0/0
MSFT,Open Long,5/11/2015,54.38,30/12/2016,62.14,14.27%,30777.76,14.26%,3968.78,215822.42,7184541.8,292,105.4,-11.67%,17.87%,0/0
KLAC,Open Long,13/11/2015,65.68,30/12/2016,78.68,19.79%,81740.61,19.79%,6289.28,413079.78,7266282.41,286,285.81,-5.10%,26.72%,0/0
ALB,Open Long,1/4/2016,65.2,30/12/2016,86.08,32.02%,123680.61,32.02%,5924.36,386268.19,7389963.02,192,644.17,-2.77%,41.47%,0/0
ED,Open Long,1/4/2016,76.99,30/12/2016,73.68,-4.30%,-16626.67,-4.30%,5017.12,386268.19,7373336.35,192,-86.6,-10.69%,6.35%,0/0
PNW,Open Long,1/4/2016,75.49,30/12/2016,78.03,3.36%,12976.7,3.36%,5116.81,386268.16,7386313.06,192,67.59,-7.13%,9.66%,0/0
LNT,Open Long,1/4/2016,37.515,30/12/2016,37.89,1.00%,3841.14,0.99%,10296.4,386268.19,7390154.19,192,20.01,-9.17%,9.26%,0/0
EIX,Open Long,1/4/2016,71.94,30/12/2016,71.99,0.07%,248.47,0.06%,5369.31,386268.19,7390402.66,192,1.29,-6.26%,9.42%,0/0
AVGO,Open Long,1/4/2016,157.8,30/12/2016,176.77,12.02%,46415.41,12.02%,2447.83,386268.16,7436818.07,192,241.75,-11.80%,16.60%,0/0
CXO,Open Long,29/4/2016,116.17,30/12/2016,132.6,14.14%,44672.22,14.14%,2720.16,316000.94,7481490.29,172,259.72,-4.88%,27.01%,0/0
SYY,Open Long,11/5/2016,50.22,30/12/2016,55.37,10.25%,32121.74,10.25%,6241.12,313428.81,7513612.03,164,195.86,-6.12%,13.64%,0/0
CVX,Open Long,18/5/2016,100.06,30/12/2016,117.7,17.63%,65987.4,17.62%,3741.92,374416.13,7579599.43,159,415.02,-2.53%,18.93%,0/0
QRVO,Open Long,13/9/2016,53.92,30/12/2016,52.73,-2.21%,-8583.76,-2.21%,7196.43,388031.75,7571015.68,78,-110.05,-10.46%,9.64%,0/0
NFLX,Open Long,19/10/2016,121.87,30/12/2016,123.8,1.58%,6027.54,1.58%,3133.44,381872.44,7577043.22,52,115.91,-9.18%,6.09%,0/0
CHK,Open Long,2/11/2016,5.31,30/12/2016,7.02,32.20%,122257.91,32.20%,71507.5,379705.06,7699301.12,42,2910.9,-3.20%,54.43%,0/0
SCHW,Open Long,2/11/2016,31.06,30/12/2016,39.47,27.08%,102791.33,27.07%,12224.9,379705.09,7802092.45,42,2447.41,-1.30%,30.65%,0/0
AIG,Open Long,3/11/2016,58.15,30/12/2016,65.31,12.31%,44591.34,12.31%,6230.63,362311.41,7846683.8,41,1087.59,-1.38%,15.27%,0/0
